config,observed_var,null_mean,null_std,threshold_null_plus_2sd,z_mean
full,0.026624961569905282,0.007107023717835547,9.3668260095133e-05,0.0072943602380258115,208.93645401449203
w/o_dynamic_gating,0.026308389194309712,0.006837004749104381,0.00010138066879787507,0.007039766086700131,196.86041107085404
w/o_gating,0.023213872173801064,0.005048731092829257,7.227142247067572e-05,0.005193273937770608,247.74266822434225
