config,seed,epoch,h_alpha,rho,s_tau,train_loss,val_acc
full,46,6,0.40495923982477267,2.100007247535864,0.08047056198120117,0.4017294121663288,0.790193842645382
full,46,7,0.45601434293496024,2.059419874081295,0.0861506462097168,0.35586196175292983,0.7993158494868872
full,46,8,0.4762746978975783,2.2721825743227453,0.10002994537353516,0.34731007432015626,0.7856328392246295
full,46,9,0.44091782295897985,1.456873177603794,0.08900690078735352,0.36082814457278234,0.7913340935005702
full,46,10,0.41693331342092355,2.1130150224784625,0.08417654037475586,0.34180568197781813,0.7240592930444698
full,46,11,0.43034418541009,2.1968905314179423,0.0926198959350586,0.4093499785168193,0.7468643101482326
full,46,12,0.4246823441036883,1.7189311170584562,0.10632991790771484,0.37512486797781,0.7924743443557583
full,47,0,0.357143906344508,3.4646009514660276,0.11193561553955078,1.217954803795642,0.7879133409350056
full,47,1,0.3581332262714846,2.7494207372829296,0.16484308242797852,0.5085666639472686,0.7605473204104903
full,47,2,0.4406248512642843,2.6095644059763874,0.13095426559448242,0.44324246880791834,0.6556442417331813
full,47,3,0.3868989709196541,2.404270239519521,0.1555194854736328,0.37917905581960837,0.7924743443557583
full,47,4,0.3570369937306016,1.7103700939678967,0.14582538604736328,0.41970482278000204,0.7548460661345496
full,47,5,0.35872008879826145,1.5471049754609107,0.14319467544555664,0.3851126483837803,0.7673888255416191
full,47,6,0.4405128008584651,2.165221136836664,0.1346597671508789,0.36667406884052994,0.7810718358038768
full,47,7,0.39232918157279534,2.015471188643441,0.14161396026611328,0.369749709055101,0.7833523375142531
full,47,8,0.4053308380921184,2.416804490526486,0.1618785858154297,0.34735299944582115,0.7765108323831242
full,47,9,0.4042455938566747,1.7716408779561692,0.15113353729248047,0.35566100148677116,0.7993158494868872
full,47,10,0.4146820880210947,1.817702166015948,0.14922523498535156,0.3521205338238044,0.7810718358038768
full,47,11,0.41701988374596205,2.1454947377244094,0.17023420333862305,0.3524466730842628,0.7799315849486887
full,47,12,0.4151390837242441,1.3444798893914371,0.14714813232421875,0.33906983396238805,0.8050171037628279
full,47,13,0.4398872633671125,1.2860899914635646,0.14925193786621094,0.3382858102370089,0.7844925883694412
full,47,14,0.42135531483285404,1.4740084515229928,0.12702083587646484,0.34632220738703623,0.6807297605473204
full,47,15,0.4532263002759484,1.7210968847214023,0.11567831039428711,0.34244815689771557,0.7924743443557583
full,47,16,0.3986006049256554,1.4779396376314287,0.11993789672851562,0.38915377935088974,0.7913340935005702
full,47,17,0.3822788342440189,1.8668154557598728,0.14006280899047852,0.336888446059331,0.7765108323831242
full,47,18,0.39477745825906224,1.2916296420767552,0.12551355361938477,0.34339025567886433,0.7924743443557583
full,47,19,0.41143335915218815,1.5321485797673993,0.10402488708496094,0.3264726988443007,0.7924743443557583
full,47,20,0.37855805464390196,1.6494494277865863,0.11259603500366211,0.41702452937328527,0.7787913340935005
full,47,21,0.37412560044655735,1.4115867702213085,0.12166690826416016,0.34482086786375105,0.790193842645382
full,47,22,0.2865115491774843,1.422926336363203,0.15199708938598633,0.3428645668256738,0.7958950969213227
full,48,0,0.3986658193601017,3.4840194734559993,0.0803074836730957,1.2400924408264424,0.7548460661345496
full,48,1,0.4467881759702082,3.21346825916451,0.10309839248657227,0.5282439882352202,0.7799315849486887
full,48,2,0.39541381297155753,1.9770759483039808,0.11952877044677734,0.4596827289049851,0.7879133409350056
full,48,3,0.3637677219622806,1.5996156002050057,0.12340641021728516,0.42841642069592,0.7719498289623717
