config,seed,epoch,rho
full_all,42,0,0.9554530027115422
full_all,42,1,0.8554378886072304
full_all,42,2,1.0283154210740846
full_all,42,3,0.9054157268427485
full_all,42,4,0.8563553441757809
full_all,42,5,0.7688270137454752
full_all,42,6,0.8973117686358916
full_all,42,7,1.041787127562279
full_all,42,8,1.0248166728663535
full_all,42,9,0.8489026468204681
full_all,42,10,0.8384867672195817
full_all,42,11,0.6883366312917778
full_all,42,12,0.8525249366606886
full_all,42,13,0.762747781405557
full_all,42,14,0.824947281735265
full_all,42,15,0.9171643208991759
full_all,42,16,0.9881626990158439
full_all,42,17,0.8936733531453229
full_all,42,18,0.7635713616405615
full_all,42,19,0.7865498840146002
full_all,42,20,0.7404085323829721
full_all,43,0,1.0481902796011795
full_all,43,1,0.9147482283305539
full_all,43,2,0.9840384629277215
full_all,43,3,0.9547712857164183
full_all,43,4,0.8380691962251623
full_all,43,5,0.9349176949542078
full_all,43,6,0.8577529864805353
full_all,43,7,0.8992784205401538
full_all,43,8,0.817916428485086
full_all,43,9,0.7882077185219877
full_all,43,10,0.9158363317486178
full_all,43,11,0.7842106711867924
full_all,43,12,0.5779796060121547
full_all,43,13,0.7600843410914484
full_all,43,14,0.8723244783427736
full_all,43,15,0.7606260424443796
full_all,43,16,0.8351664645969825
full_all,43,17,0.7739768239016827
full_all,43,18,0.9182825983638001
full_all,43,19,0.8837362904035526
full_all,43,20,0.6680057816860044
full_all,43,21,0.7876500103571596
full_all,43,22,0.5985251983250262
full_all,43,23,0.7803279863600168
full_all,44,0,1.0390295046535865
full_all,44,1,1.0334257554541662
full_all,44,2,0.8807308982484738
full_all,44,3,0.7847701846530222
full_all,44,4,0.7100850638384448
full_all,44,5,0.796267905715737
full_all,44,6,0.8211027713452054
full_all,44,7,1.0740211216636242
full_all,44,8,0.7167830717351328
full_all,44,9,0.7573088379109096
full_all,44,10,0.7256097088812918
full_all,44,11,0.5996583467633924
full_all,44,12,0.6462528884365184
full_all,44,13,0.7393956006512604
full_all,44,14,0.6876219783267492
full_all,44,15,0.769217339259204
full_all,44,16,0.9057044290159255
full_all,44,17,0.8774458130103671
full_all,44,18,0.8593997586222977
full_all,44,19,0.8569896597518805
full_all,44,20,0.7722005930418255
full_all,44,21,0.7536252961266774
full_all,44,22,0.7698686949412036
full_all,44,23,0.7723511129055021
full_all,44,24,0.6862801142918202
full_all,44,25,0.6821956870963803
full_all,44,26,0.7806521379768694
full_all,44,27,0.8130673424295674
full_all,44,28,0.7064813876501003
full_all,44,29,0.7049692058133952
full_all,45,0,0.9658337860583894
full_all,45,1,1.0529181097325244
full_all,45,2,1.0907582117253423
full_all,45,3,0.9891916942952469
full_all,45,4,0.9584015175122229
full_all,45,5,1.027468431421027
full_all,45,6,1.0281381824298221
full_all,45,7,0.9902628016353554
full_all,45,8,0.916147197863041
full_all,45,9,1.0198712656916284
full_all,45,10,1.0331338546716728
full_all,45,11,0.7640685748461213
full_all,45,12,0.8501797203809327
full_all,45,13,0.8318628333514148
full_all,45,14,0.9081014982372744
full_all,45,15,0.90276355598836
full_all,45,16,1.023578761998654
full_all,45,17,0.7583236218170153
full_all,45,18,1.1797675408488963
full_all,45,19,1.0474291517042404
full_all,45,20,0.8667045508137297
full_all,45,21,0.8475067958826099
full_all,45,22,1.038273080180057
full_all,45,23,1.0997560928615926
full_all,46,0,1.0522411464551098
full_all,46,1,0.886680713762283
full_all,46,2,0.9196483142295888
full_all,46,3,1.0015519673530666
full_all,46,4,0.8385652903713003
full_all,46,5,0.9775206477248206
full_all,46,6,1.0529174567651234
full_all,46,7,0.9175193831078785
full_all,46,8,0.9351595236425487
full_all,46,9,0.830326119631585
full_all,46,10,0.8076377830514192
full_all,46,11,0.964527561219095
full_all,46,12,0.7212296811682983
full_all,46,13,0.894772207432424
full_all,46,14,0.80984306461658
full_all,46,15,0.9652940341890694
full_all,46,16,0.8197823752687852
full_all,46,17,0.7876482372559672
full_all,46,18,0.809866309239551
full_all,46,19,0.8974138549586481
full_all,46,20,0.7923788651151413
full_all,47,0,0.9002187006537958
full_all,47,1,0.958485921554117
full_all,47,2,0.798085718928804
full_all,47,3,0.7898620465282733
full_all,47,4,1.0360392608369273
full_all,47,5,0.9702123413527869
full_all,47,6,1.062303640172221
full_all,47,7,1.031618702438589
full_all,47,8,0.8932970020399957
full_all,47,9,0.871841982448959
full_all,47,10,0.7991538867002353
full_all,47,11,0.803327712397773
full_all,47,12,0.8044157635834743
full_all,47,13,0.8184298111435531
full_all,47,14,0.7886185119314311
full_all,47,15,0.7373295052356833
full_all,47,16,0.74859029953684
full_all,47,17,0.71460900867973
full_all,47,18,0.9759119333056885
full_all,47,19,0.9389632687707308
full_all,47,20,0.9867432735674362
full_all,47,21,1.07971236007567
full_all,48,0,1.0138692054192835
full_all,48,1,0.9433842169831668
full_all,48,2,0.8920281875838733
full_all,48,3,0.7031445494330371
full_all,48,4,0.7142265366675934
full_all,48,5,1.036359224749782
full_all,48,6,1.0172432836743242
full_all,48,7,0.9105410747851126
full_all,48,8,0.8740393058522302
full_all,48,9,1.05040805901758
full_all,48,10,0.9577102952848164
full_all,48,11,0.8819953605928292
full_all,48,12,0.871367796352899
full_all,48,13,0.8833702874469994
full_all,48,14,0.7593325446208656
full_all,48,15,0.6390288735768063
full_all,48,16,0.9250466669066892
full_all,48,17,0.7897737009115415
full_all,48,18,1.0199167976617995
full_all,48,19,0.710805031065242
full_all,48,20,0.8529624067779279
full_all,48,21,0.9558059420290014
full_all,48,22,0.8162186639363285
full_all,48,23,0.8458610668346029
full_all,48,24,0.7081523605213147
full_all,48,25,0.755482467471088
full_all,49,0,0.8762487789689904
full_all,49,1,0.9721197236989529
full_all,49,2,0.9388641561411086
full_all,49,3,0.8080816369871631
full_all,49,4,0.7695351558761718
full_all,49,5,0.9636678109306247
full_all,49,6,0.9909534524449898
full_all,49,7,0.9906885109100599
full_all,49,8,0.7099063444820191
full_all,49,9,0.8038102433681273
full_all,49,10,0.8330903158417411
full_all,49,11,0.7732979619060745
full_all,49,12,0.8219255190647486
full_all,49,13,0.8784615205147249
full_all,49,14,0.9347313834121549
full_all,49,15,1.0050225204630574
full_all,49,16,0.8962132599023731
full_all,50,0,0.9654937874711227
full_all,50,1,1.0100857713301203
full_all,50,2,0.841727442913742
full_all,50,3,0.9521182888907964
full_all,50,4,0.9148524091836479
full_all,50,5,1.2000006490612967
full_all,50,6,1.215922194687288
full_all,50,7,0.9541741322234639
full_all,50,8,0.8390425307801366
full_all,50,9,1.190273083573744
full_all,50,10,1.0153317454702517
full_all,50,11,0.9038316619633158
full_all,50,12,0.9169654499034929
full_all,50,13,0.9021917093213669
full_all,50,14,0.9513741376039337
full_all,50,15,0.9144678423442798
full_all,51,0,1.2213251289707212
full_all,51,1,1.261162125577222
full_all,51,2,1.2903237165471757
full_all,51,3,1.1591398616513147
full_all,51,4,1.2583909724768034
full_all,51,5,1.0359901471923951
full_all,51,6,1.0748588237970633
full_all,51,7,1.2609132730464399
full_all,51,8,1.1699226514825505
full_all,51,9,0.8089757653645406
full_all,51,10,0.8148551549167913
full_all,51,11,0.8480185842135359
full_all,51,12,0.9415429841485371
full_all,51,13,0.9421073230033852
full_all,51,14,0.7761802176563496
full_all,51,15,0.8026150137785562
full_fixed_class,42,0,3.5484801379625237
full_fixed_class,42,1,1.7367752365511555
full_fixed_class,42,2,1.3468915872310228
full_fixed_class,42,3,1.391078731768577
full_fixed_class,42,4,1.5720636808410227
full_fixed_class,42,5,1.1536233218279865
full_fixed_class,42,6,0.6620334743223057
full_fixed_class,42,7,0.38907508340650765
full_fixed_class,42,8,0.5722755184996873
full_fixed_class,42,9,0.5743108634420768
full_fixed_class,42,10,0.29122644994444763
full_fixed_class,42,11,0.37990690283923323
full_fixed_class,42,12,0.397466350198656
full_fixed_class,42,13,0.300929735038456
full_fixed_class,42,14,0.3389267979014059
full_fixed_class,42,15,0.3688582744609614
full_fixed_class,42,16,0.40104317577769766
full_fixed_class,42,17,0.5692913896081176
full_fixed_class,42,18,0.769175745322672
full_fixed_class,42,19,0.9264348113089147
full_fixed_class,42,20,0.7218365809454856
full_fixed_class,42,21,0.6277583746931263
full_fixed_class,42,22,0.46745435105989874
full_fixed_class,42,23,0.5642373181176125
full_fixed_class,42,24,0.5668645153799012
full_fixed_class,42,25,0.4674158429398866
full_fixed_class,42,26,0.5111028252159561
full_fixed_class,43,0,3.6502582444907277
full_fixed_class,43,1,2.3196539218351404
full_fixed_class,43,2,2.582444150000815
full_fixed_class,43,3,1.8397861978095238
full_fixed_class,43,4,1.2314904199093584
full_fixed_class,43,5,1.1735679985685237
full_fixed_class,43,6,0.9175243488731809
full_fixed_class,43,7,0.738716638223026
full_fixed_class,43,8,0.7841353319538718
full_fixed_class,43,9,0.6392899062037862
full_fixed_class,43,10,0.7526434459319651
full_fixed_class,43,11,0.7369732950908523
full_fixed_class,43,12,0.7997216127312057
full_fixed_class,43,13,0.5841233445687501
full_fixed_class,43,14,0.6609261326532385
full_fixed_class,43,15,0.6168108804805545
full_fixed_class,43,16,0.5060512932456396
full_fixed_class,43,17,0.8314304244475565
full_fixed_class,43,18,0.5806464732231393
full_fixed_class,43,19,0.5619928040614341
full_fixed_class,43,20,0.5999693426737381
full_fixed_class,43,21,0.7533343724090564
full_fixed_class,43,22,0.5340579976807056
full_fixed_class,43,23,0.5528421943593068
full_fixed_class,43,24,0.5763183644223902
full_fixed_class,43,25,0.5561928420527795
full_fixed_class,43,26,0.7723688602066998
full_fixed_class,44,0,3.45261558443657
full_fixed_class,44,1,2.0509067951586477
full_fixed_class,44,2,2.105200216436752
full_fixed_class,44,3,0.9331381291218872
full_fixed_class,44,4,0.8462797238952083
full_fixed_class,44,5,0.730747920003278
full_fixed_class,44,6,1.017312417139626
full_fixed_class,44,7,0.7970014602309268
full_fixed_class,44,8,0.7893066360346841
full_fixed_class,44,9,0.758233121632272
full_fixed_class,44,10,0.6591599450881065
full_fixed_class,44,11,0.5682625503138987
full_fixed_class,44,12,0.7348219168071539
full_fixed_class,44,13,0.6552019652206034
full_fixed_class,44,14,0.4709886110123681
full_fixed_class,44,15,0.48160748215555593
full_fixed_class,44,16,0.39849608700769074
full_fixed_class,44,17,0.9441476554544666
full_fixed_class,44,18,0.5394365628473776
full_fixed_class,44,19,0.47015778058790825
full_fixed_class,44,20,0.6194972119461377
full_fixed_class,44,21,0.617866561450938
full_fixed_class,44,22,0.6656591792088237
full_fixed_class,45,0,3.680093372138292
full_fixed_class,45,1,2.549994566396319
full_fixed_class,45,2,2.6651656803200368
full_fixed_class,45,3,1.7446458828216365
full_fixed_class,45,4,1.6312522031465915
full_fixed_class,45,5,1.147963818537637
full_fixed_class,45,6,0.9107318121907959
full_fixed_class,45,7,0.7582487226218038
full_fixed_class,45,8,1.029426480425443
full_fixed_class,45,9,0.6477738175683071
full_fixed_class,45,10,0.7381077379467258
full_fixed_class,45,11,0.9784884107668175
full_fixed_class,45,12,0.7587492338311695
full_fixed_class,45,13,0.5137501900043084
full_fixed_class,45,14,0.5639140981698211
full_fixed_class,45,15,0.5174136462649727
full_fixed_class,45,16,0.5610235584029166
full_fixed_class,45,17,0.6295190599696079
full_fixed_class,45,18,0.888999578206473
full_fixed_class,46,0,3.467206791162221
full_fixed_class,46,1,2.454367335336646
full_fixed_class,46,2,1.52324897492168
full_fixed_class,46,3,1.1629362621367147
full_fixed_class,46,4,1.4665934052416676
full_fixed_class,46,5,0.9996634967523885
full_fixed_class,46,6,0.7269758205431017
full_fixed_class,46,7,1.0803309511978818
full_fixed_class,46,8,1.044695174634097
full_fixed_class,46,9,0.6386020345934511
full_fixed_class,46,10,0.41867593805458275
full_fixed_class,46,11,0.4178324842784219
full_fixed_class,46,12,0.6170451032839381
full_fixed_class,46,13,0.49213718868940715
full_fixed_class,46,14,0.46643670260860837
full_fixed_class,46,15,0.37120932762892234
full_fixed_class,46,16,0.3225926706849292
full_fixed_class,46,17,0.5153173156232348
full_fixed_class,46,18,0.4918447330068104
full_fixed_class,46,19,0.4433672770038306
full_fixed_class,46,20,0.5227915011885718
full_fixed_class,46,21,0.5692991015167306
full_fixed_class,46,22,0.5451518667978859
full_fixed_class,46,23,0.6264241911837454
full_fixed_class,46,24,0.7640364882892798
full_fixed_class,46,25,0.5390431583988297
full_fixed_class,46,26,0.4994725573263694
full_fixed_class,47,0,3.7092897102459803
full_fixed_class,47,1,2.6889173601386345
full_fixed_class,47,2,2.348449164801849
full_fixed_class,47,3,2.2594242324864338
full_fixed_class,47,4,1.4951825267035628
full_fixed_class,47,5,1.5029972070448128
full_fixed_class,47,6,1.5613267636551043
full_fixed_class,47,7,1.0661160432088843
full_fixed_class,47,8,1.1970860901636615
full_fixed_class,47,9,1.2845030528152854
full_fixed_class,47,10,0.7344291597419238
full_fixed_class,47,11,0.8474165516459202
full_fixed_class,47,12,0.9697683281412335
full_fixed_class,47,13,1.118483279204204
full_fixed_class,47,14,0.677653771283299
full_fixed_class,47,15,0.9802299431417072
full_fixed_class,47,16,0.9989616067040592
full_fixed_class,47,17,1.2012591756924924
full_fixed_class,47,18,1.2240288793775735
full_fixed_class,47,19,0.8716864100771273
full_fixed_class,47,20,0.9436130428851086
full_fixed_class,47,21,0.9501395030434406
full_fixed_class,47,22,0.8978873733669883
full_fixed_class,47,23,0.6658829210804628
full_fixed_class,47,24,0.7479864578997755
full_fixed_class,47,25,0.7644542851983378
full_fixed_class,47,26,0.7301666483496048
full_fixed_class,48,0,3.0013451925162373
full_fixed_class,48,1,2.116743674239013
full_fixed_class,48,2,2.3707584409693565
full_fixed_class,48,3,1.4191655756603223
full_fixed_class,48,4,1.456993404899788
full_fixed_class,48,5,1.6562451179566908
full_fixed_class,48,6,0.862934291880919
full_fixed_class,48,7,0.5771879527048852
full_fixed_class,48,8,0.691719627005019
full_fixed_class,48,9,0.4112569899661122
full_fixed_class,48,10,0.49361391522426806
full_fixed_class,48,11,0.6743982067087226
full_fixed_class,48,12,0.8387375280619
full_fixed_class,48,13,0.39890518429534283
full_fixed_class,48,14,0.4675201534772458
full_fixed_class,48,15,0.423114443398633
full_fixed_class,48,16,0.4313001825975279
full_fixed_class,48,17,0.778221493844182
full_fixed_class,48,18,0.53998932008903
full_fixed_class,48,19,0.6454651715403213
full_fixed_class,48,20,0.5466463466837762
full_fixed_class,48,21,0.616335638219873
full_fixed_class,48,22,0.676797426174693
full_fixed_class,48,23,0.9580453978920406
full_fixed_class,48,24,1.0352640159722508
full_fixed_class,48,25,0.6526132566757967
full_fixed_class,48,26,0.5423305292770925
full_fixed_class,49,0,3.218108708083145
full_fixed_class,49,1,2.3341184252377345
full_fixed_class,49,2,1.6532130257458562
full_fixed_class,49,3,1.4671741850281783
full_fixed_class,49,4,1.3135716968427893
full_fixed_class,49,5,1.2529752649036212
full_fixed_class,49,6,1.3691526445664253
full_fixed_class,49,7,1.2133512650724312
full_fixed_class,49,8,1.0707469872820672
full_fixed_class,49,9,1.0060522184367025
full_fixed_class,49,10,0.8138626077918787
full_fixed_class,49,11,0.7574869099511945
full_fixed_class,49,12,0.7995603138383727
full_fixed_class,50,0,3.296494252074712
full_fixed_class,50,1,2.0441112525901155
full_fixed_class,50,2,2.112536225106634
full_fixed_class,50,3,2.04012412782606
full_fixed_class,50,4,1.5965264561486872
full_fixed_class,50,5,1.3336110012091669
full_fixed_class,50,6,0.628349769698929
full_fixed_class,50,7,1.4032922869597795
full_fixed_class,50,8,1.2278215525592993
full_fixed_class,50,9,0.6941463302881208
full_fixed_class,50,10,0.42791473530708357
full_fixed_class,50,11,0.6044959581815534
full_fixed_class,50,12,0.7063608195827598
