config,observed_var,null_mean,null_std,threshold_null_plus_2sd,z_mean
full,0.09477075785398484,0.043706435300409796,0.00031015553594665874,0.04432674637230311,166.02239382480977
w/o_gating,0.08250089883804321,0.037412456516176466,0.0002611336391841515,0.037934723794544774,177.35895564563972
