config,n,seeds,accuracy,macro_f1,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
full,30,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71",0.7749±0.0085,0.6265±0.0545,0.7749136939010355,0.00849180068849313,0.6264766037194287,0.05453945815850377
w/o_spectral,30,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71",0.7858±0.0074,0.6726±0.0301,0.7857690832374377,0.007445954489990555,0.6726024895428575,0.030058787943277803
w/o_temporal,10,"42,43,44,45,46,47,48,49,50,51",0.6413±0.0096,0.5214±0.0143,0.6413118527042577,0.009567292889703195,0.5214386313590418,0.014256194445276569
w/o_fusion,10,"42,43,44,45,46,47,48,49,50,51",0.7802±0.0100,0.6317±0.0818,0.7802071346375145,0.01000261205247818,0.6316651571868228,0.08176554794778583
w/o_dynamic_gating,10,"42,43,44,45,46,47,48,49,50,51",0.7783±0.0082,0.6180±0.0713,0.7782508630609896,0.008174001626286969,0.6179973101417302,0.0713246872263339
w/o_gating,30,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71",0.7778±0.0088,0.6572±0.0440,0.7777905638665134,0.008786471424083349,0.6572493926479147,0.04398427922114117
full_r2_gumbel,30,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71",0.7794±0.0077,0.6469±0.0488,0.7794016110471805,0.007699610447965984,0.6468936669440092,0.048797787059049934
