config,observed_var,null_mean,null_std,threshold_null_plus_2sd,z_mean
full,0.09763006418943405,0.037052317410707476,0.00032251028752570217,0.037697337985758875,199.8613608900962
w/o_gating,0.08414249867200851,0.03801749425940216,0.00035943877355486405,0.03873637180651189,163.06912632387238
