config,observed_var,null_mean,null_std,threshold_null_plus_2sd,z_mean
full,0.026606846321374177,0.006983128739520908,0.0003134474874039399,0.007610023714328787,80.86003621610108
w/o_gating,0.019957114662975072,0.004787259112345055,0.0002859160470852212,0.005359091206515497,111.38942259293142
