config,observed_var,null_mean,null_std,threshold_null_plus_2sd,z_mean
full,0.07912283763289452,0.05235388110391796,3.219130206557514e-05,0.052418263708049105,896.6452008053132
w/o_gating,0.061363817378878596,0.02493916685227305,2.0600098319265106e-05,0.024980367048911576,1865.6965509716943
