config,seed,final.H_alpha,final.S_tau,final.accuracy,final.alpha_tvar,final.epochs_run,final.macro_f1,final.per_class_alpha.0,final.per_class_alpha.1,final.per_class_alpha.2,final.per_class_alpha.3,final.perm_null.null_mean,final.perm_null.null_std,final.perm_null.observed_var,final.perm_null.z,final.rho_last
full,42,0.9718268280487083,0.0043309531174600124,0.6666666666666666,0.00673246243968606,2,0.4010025062656642,0.4643169641494751,0.4541800618171692,0.45611143112182617,0.45604419708251953,0.0021190509083680808,5.350359009339288e-05,0.00673246243968606,86.2262034573542,1.66227487033653
full,43,0.9517210830149484,0.0034001667518168688,0.3333333333333333,0.009382234886288643,2,0.125,0.4360392689704895,0.42847374081611633,0.42202726006507874,0.4258670210838318,0.002364716911688447,6.378877767835617e-05,0.009382234886288643,110.01179392358037,1.4048866444371864
