config,seed,final.H_alpha,final.S_tau,final.accuracy,final.alpha_tvar,final.epochs_run,final.macro_f1,final.per_class_alpha,final.per_class_alpha.0,final.per_class_alpha.1,final.per_class_alpha.10,final.per_class_alpha.11,final.per_class_alpha.12,final.per_class_alpha.13,final.per_class_alpha.14,final.per_class_alpha.15,final.per_class_alpha.16,final.per_class_alpha.17,final.per_class_alpha.2,final.per_class_alpha.3,final.per_class_alpha.4,final.per_class_alpha.5,final.per_class_alpha.6,final.per_class_alpha.7,final.per_class_alpha.8,final.per_class_alpha.9,final.perm_null,final.perm_null.null_mean,final.perm_null.null_std,final.perm_null.observed_var,final.perm_null.z,final.rho_last
full_fixed_class,44,0.823576324357023,0.07697340846061707,0.8906789413118527,0.0,23,0.7099689843992144,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.6656591792088237
full_fixed_class,45,0.823576324357023,0.06534723192453384,0.8791714614499425,0.0,19,0.7044657406032633,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.888999578206473
full_fixed_class,46,0.823576324357023,0.09903708845376968,0.8941311852704258,0.0,27,0.7103895888647842,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.4994725573263694
full_fixed_class,47,0.823576324357023,0.10835433006286621,0.8941311852704258,0.0,27,0.7665703231104515,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.7301666483496048
full_fixed_class,48,0.823576324357023,0.08656007051467896,0.8791714614499425,0.0,27,0.7584804030732043,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.5423305292770925
full_fixed_class,49,0.823576324357023,0.05399426817893982,0.8043728423475259,0.0,13,0.5738983740009099,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.7995603138383727
full_fixed_class,50,0.823576324357023,0.047055646777153015,0.7974683544303798,0.0,13,0.6264724961769433,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.7063608195827598
full_fixed_class,51,0.823576324357023,0.04804667830467224,0.8987341772151899,0.0,17,0.6966278116083532,,0.6129680275917053,0.5818601250648499,0.16875554621219635,0.22716714441776276,0.6610987782478333,0.7711843252182007,0.5355457663536072,0.6304051876068115,0.5532804131507874,0.15006785094738007,0.14948584139347076,0.09039264172315598,0.8683647513389587,0.43664637207984924,0.4241197407245636,0.8650131821632385,0.8345624804496765,0.6676788926124573,,0.0,0.0,0.0,,0.4378870174531128
full_fixed_global,42,0.9543217871135516,0.04488198086619377,0.7698504027617952,0.0,15,0.671831682567075,,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251521706581116,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521110534668,,0.0,0.0,0.0,,1.4492297831653507
full_fixed_global,43,0.9543217871135516,0.05327870324254036,0.7951668584579977,0.0,17,0.6808377136311469,,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251521706581116,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251522302627563,0.6251521706581116,0.6251521706581116,0.6251521706581116,0.6251522302627563,0.6251521110534668,,0.0,0.0,0.0,,1.2075621079453718
