cell,config,seed,accuracy,macro_f1,rho_last,H_alpha,alpha_tvar,epochs_run,perm_null_z,deg_gaussian_noise_snr20,deg_gaussian_noise_snr10,deg_drift,deg_bias,deg_stuck,deg_dropout,deg_downsample
B,wo_fusion,43,0.9938271604938271,0.9937976160706844,0.5101535715342614,,,29,,0.9947089947089947,0.9479717813051146,0.8897707231040565,0.9647266313932981,0.9559082892416225,0.9902998236331569,0.8368606701940036
B,wo_fusion,44,0.9902998236331569,0.9903174100611767,0.43114823146371334,,,16,,0.9894179894179894,0.8844797178130511,0.8968253968253969,0.9523809523809523,0.9453262786596119,0.9885361552028219,0.9303350970017636
B,wo_fusion,45,0.9938271604938271,0.9938257715265431,0.6370626347530992,,,30,,0.9929453262786596,0.9206349206349206,0.9329805996472663,0.9664902998236331,0.9585537918871252,0.9920634920634921,0.9285714285714286
B,wo_fusion,46,0.9894179894179894,0.9894181351276293,0.47327012400994595,,,22,,0.9902998236331569,0.8659611992945326,0.95326278659612,0.9664902998236331,0.9559082892416225,0.9911816578483245,0.9365079365079365
B,wo_fusion,47,0.9929453262786596,0.992943174968012,0.4201576444388805,,,24,,0.9929453262786596,0.9268077601410935,0.8888888888888888,0.9523809523809523,0.9594356261022927,0.9929453262786596,0.935626102292769
B,wo_fusion,48,0.9947089947089947,0.9947291666666666,0.39559803450385184,,,17,,0.9938271604938271,0.8668430335097002,0.8377425044091711,0.9717813051146384,0.9629629629629629,0.9938271604938271,0.927689594356261
B,wo_fusion,49,0.9902998236331569,0.9902853715815321,0.6633066243141236,,,16,,0.9902998236331569,0.8668430335097002,0.8298059964726632,0.9682539682539683,0.9417989417989417,0.9841269841269841,0.9320987654320988
B,wo_fusion,50,0.9929453262786596,0.9929355350043738,0.4891686766874898,,,28,,0.9929453262786596,0.9620811287477954,0.9144620811287478,0.9708994708994709,0.9541446208112875,0.9938271604938271,0.9409171075837742
B,wo_fusion,51,0.9947089947089947,0.994708661417323,0.5928132445871754,,,30,,0.9929453262786596,0.9470899470899471,0.8747795414462081,0.9603174603174603,0.9514991181657848,0.9929453262786596,0.937389770723104
B,wo_gating,42,0.9947089947089947,0.9946861978888819,1.6175955929064487,0.3713872157034558,0.0755809098482132,22,131.5594379621512,0.9938271604938271,0.9118165784832452,0.9320987654320988,0.9761904761904762,0.9594356261022927,0.9814814814814815,0.9400352733686067
B,wo_gating,43,0.9938271604938271,0.9938080495356039,1.0444599326722965,0.38201402109003874,0.0862499549984932,21,211.37440133607245,0.9947089947089947,0.7248677248677249,0.8747795414462081,0.9770723104056437,0.9620811287477954,0.9920634920634921,0.9338624338624338
B,wo_gating,44,0.9991181657848325,0.9991181102362204,2.8660581614376293,0.3451819296482424,0.08896559476852417,25,129.2668197569304,0.9982363315696648,0.9038800705467372,0.9056437389770723,0.9523809523809523,0.9594356261022927,0.9858906525573192,0.9400352733686067
B,wo_gating,45,0.9947089947089947,0.9946853474128629,1.467104949175426,0.3741115750823108,0.07155445963144302,23,115.3065359387308,0.9938271604938271,0.9056437389770723,0.9444444444444444,0.9717813051146384,0.9576719576719577,0.9902998236331569,0.9338624338624338
B,wo_gating,46,0.9911816578483245,0.9911221395092363,2.3599823960681694,0.3782516832772646,0.09614407271146774,25,221.08127121657202,0.9929453262786596,0.9400352733686067,0.8968253968253969,0.9611992945326279,0.9576719576719577,0.9902998236331569,0.9268077601410935
B,wo_gating,47,0.9991181657848325,0.9991181102362204,2.289333886334611,0.3802587848065644,0.09444286674261093,24,250.70585890601302,0.9982363315696648,0.8915343915343915,0.7178130511463845,0.935626102292769,0.955026455026455,0.9982363315696648,0.9409171075837742
B,wo_gating,48,0.9938271604938271,0.9937844943571501,0.7432814507018378,0.35021471553754063,0.09647595137357712,17,272.98902037000056,0.9920634920634921,0.9479717813051146,0.86331569664903,0.972663139329806,0.9576719576719577,0.9902998236331569,0.935626102292769
B,wo_gating,49,0.9973544973544973,0.9973541613749894,7.460421123889402,0.33767988829967005,0.06466026604175568,34,123.27668220187041,0.9991181657848325,0.9585537918871252,0.873015873015873,0.935626102292769,0.9506172839506173,0.9929453262786596,0.9320987654320988
