config,seed,final.H_alpha,final.S_tau,final.accuracy,final.alpha_tvar,final.degradation.bias,final.degradation.downsample,final.degradation.drift,final.degradation.dropout,final.degradation.gaussian_noise_snr10,final.degradation.gaussian_noise_snr20,final.degradation.stuck,final.epochs_run,final.macro_f1,final.per_class_alpha,final.per_class_alpha.0,final.per_class_alpha.1,final.per_class_alpha.10,final.per_class_alpha.11,final.per_class_alpha.12,final.per_class_alpha.13,final.per_class_alpha.14,final.per_class_alpha.15,final.per_class_alpha.16,final.per_class_alpha.17,final.per_class_alpha.2,final.per_class_alpha.3,final.per_class_alpha.4,final.per_class_alpha.5,final.per_class_alpha.6,final.per_class_alpha.7,final.per_class_alpha.8,final.per_class_alpha.9,final.perm_null,final.perm_null.null_mean,final.perm_null.null_std,final.perm_null.observed_var,final.perm_null.z,final.rho_last
full,42,0.31242891380312227,0.1257132589817047,0.9911816578483245,0.093202605843544,0.9708994708994709,0.9453262786596119,0.917989417989418,0.9814814814814815,0.900352733686067,0.9876543209876543,0.9426807760141094,14,0.9910302154377835,,0.8230435848236084,0.840743899345398,0.6270854473114014,0.8046026229858398,0.8276809453964233,0.7859466671943665,0.5122566223144531,0.7428731918334961,0.1462499499320984,0.7345808744430542,0.9169701933860779,0.7047855257987976,0.8491576910018921,0.913806140422821,0.873444139957428,0.8231819868087769,0.8001567125320435,0.6876175999641418,,0.041352439858019355,0.00037487024183786437,0.0932026207447052,138.3150086658429,0.933110933529584
full,43,0.4192857233371794,0.11340945959091187,0.9947089947089947,0.08286677300930023,0.9664902998236331,0.935626102292769,0.8659611992945326,0.9894179894179894,0.9312169312169312,0.9920634920634921,0.9567901234567902,14,0.9947019850706158,,0.788614809513092,0.8475205898284912,0.6068341732025146,0.7213588356971741,0.8158970475196838,0.7116684913635254,0.40758016705513,0.7495761513710022,0.13374638557434082,0.6126142144203186,0.8885068893432617,0.7993058562278748,0.85197913646698,0.8423612117767334,0.7937442660331726,0.7524702548980713,0.7318403720855713,0.6132206916809082,,0.03796422630548477,0.00026274828262204717,0.08286675065755844,170.89559533208651,1.8630012496756347
full,44,0.29946792203660616,0.1496882289648056,0.9911816578483245,0.07545412331819534,0.9682539682539683,0.9497354497354498,0.91005291005291,0.9911816578483245,0.9805996472663139,0.9911816578483245,0.9462081128747796,25,0.991116691936988,,0.8798344135284424,0.9550766944885254,0.6510205864906311,0.8276219964027405,0.7968741655349731,0.8010271191596985,0.5166261196136475,0.7405006289482117,0.19205538928508759,0.704330325126648,0.9461097121238708,0.9395115375518799,0.8872438073158264,0.9355157017707825,0.8860611319541931,0.8811770677566528,0.8272841572761536,0.6897507905960083,,0.04361414015293121,0.0002679280513642063,0.07545410841703415,118.83775507322197,0.644585872464356
full,45,0.3138389359325855,0.1331416815519333,0.9929453262786596,0.09660593420267105,0.9700176366843033,0.9435626102292769,0.8783068783068783,0.9929453262786596,0.9559082892416225,0.9911816578483245,0.9497354497354498,32,0.992938209331652,,0.6816542744636536,0.905329704284668,0.6280044317245483,0.7958400845527649,0.7030482292175293,0.6791397929191589,0.6002682447433472,0.7536783218383789,0.10323173552751541,0.6521003246307373,0.9314125776290894,0.8471435904502869,0.8316338062286377,0.9086659550666809,0.8905727863311768,0.8228440284729004,0.677018404006958,0.6224616169929504,,0.05272777993232012,0.00032953060953969115,0.09660593420267105,133.15350036371177,2.163785530577517
full,46,0.36991724323196534,0.11504749953746796,0.9885361552028219,0.08959336578845978,0.9594356261022927,0.927689594356261,0.9603174603174603,0.9479717813051146,0.9585537918871252,0.9894179894179894,0.9462081128747796,16,0.9885146129473981,,0.7656226754188538,0.8363600969314575,0.581099271774292,0.7865917086601257,0.8210821747779846,0.7390809655189514,0.6660972237586975,0.7295709848403931,0.19985833764076233,0.7011463046073914,0.8861359357833862,0.8390864729881287,0.8108553290367126,0.8936322331428528,0.887855589389801,0.7567554116249084,0.7365165948867798,0.6908953189849854,,0.04586074165999889,0.0002833795684580937,0.08959335088729858,154.32520174594623,0.41865550562554593
full,47,0.31550125184622135,0.11123178154230118,0.9832451499118166,0.12328168749809265,0.9479717813051146,0.9312169312169312,0.8509700176366843,0.9797178130511464,0.8562610229276896,0.9814814814814815,0.9417989417989417,14,0.9830325514826899,,0.7596688866615295,0.7609289884567261,0.606843113899231,0.7301775217056274,0.6068941354751587,0.7350605726242065,0.6360609531402588,0.6664164662361145,0.17743468284606934,0.7110992074012756,0.7992908358573914,0.7913662791252136,0.7952967286109924,0.8691510558128357,0.7400197386741638,0.7761403918266296,0.7424383163452148,0.7132222652435303,,0.038495809212327,0.0003058044426791041,0.12328168749809265,277.2552199232778,0.9425293257692743
full,48,0.26343311139265563,0.1250523179769516,0.9938271604938271,0.12894195318222046,0.9647266313932981,0.9409171075837742,0.8051146384479718,0.9902998236331569,0.95326278659612,0.9920634920634921,0.9523809523809523,16,0.9937844943571501,,0.7299336194992065,0.7639333605766296,0.6598789095878601,0.7852782607078552,0.5834722518920898,0.7296062707901001,0.6167580485343933,0.7534976005554199,0.1428692787885666,0.7152081727981567,0.775336503982544,0.8126436471939087,0.7648489475250244,0.8858770728111267,0.8198941946029663,0.7594872713088989,0.7260500192642212,0.6844953894615173,,0.044635767489671706,0.0003039625143356711,0.12894192337989807,277.3570806818914,0.44704745692779474
full,49,0.3134347068594184,0.18503965437412262,0.9920634920634921,0.09499205648899078,0.9797178130511464,0.9347442680776014,0.9303350970017636,0.9929453262786596,0.9285714285714286,0.9929453262786596,0.9541446208112875,44,0.992011519856903,,0.7684288620948792,0.8959049582481384,0.6323512196540833,0.7878292202949524,0.815326452255249,0.7202088832855225,0.4511195123195648,0.7772380709648132,0.14774642884731293,0.6243317723274231,0.9230005741119385,0.9101158380508423,0.8747867941856384,0.8358820080757141,0.8084444999694824,0.8090964555740356,0.7400689125061035,0.6534247398376465,,0.04757959228008986,0.00036712015252526073,0.09499203413724899,129.14693296426938,1.3078027055453871
full,50,0.42654178892307015,0.11956249177455902,0.9929453262786596,0.07798638939857483,0.9647266313932981,0.935626102292769,0.8395061728395061,0.9902998236331569,0.937389770723104,0.9929453262786596,0.9514991181657848,23,0.99290112980034,,0.7785696387290955,0.8156493306159973,0.5552382469177246,0.7090933322906494,0.866012692451477,0.7064942717552185,0.5910418033599854,0.6827858090400696,0.19141824543476105,0.6435503363609314,0.8052072525024414,0.8915718793869019,0.8387815356254578,0.9695587158203125,0.8928937911987305,0.6824476718902588,0.7255004048347473,0.6110565662384033,,0.03681523781269789,0.00027393947707161724,0.07798638939857483,150.2928744542376,0.6397489121071114
full,51,0.35443022910926625,0.12857449054718018,0.9955908289241623,0.08478277921676636,0.9656084656084656,0.935626102292769,0.9047619047619048,0.9902998236331569,0.8888888888888888,0.9947089947089947,0.9506172839506173,20,0.9955766640281075,,0.8240323662757874,0.9285341501235962,0.6150529384613037,0.7811033725738525,0.7433016300201416,0.7483087182044983,0.5126227140426636,0.7141847610473633,0.20752456784248352,0.6994462609291077,0.8744044303894043,0.9016151428222656,0.8863174915313721,0.8714829087257385,0.8349697589874268,0.8332770466804504,0.7841804027557373,0.6714410185813904,,0.048018618300557134,0.00033227201903303106,0.08478277921676636,110.64476904361224,0.6883550242442313
wo_fusion,42,,0.07396621257066727,0.9911816578483245,,0.9488536155202821,0.6313932980599647,0.9417989417989417,0.9797178130511464,0.8615520282186949,0.9929453262786596,0.9506172839506173,17,0.9911797688595377,,,,,,,,,,,,,,,,,,,,,,,,,0.9467110861116166
wo_fusion,43,,0.10255865752696991,0.9938271604938271,,0.9647266313932981,0.8368606701940036,0.8897707231040565,0.9902998236331569,0.9479717813051146,0.9947089947089947,0.9559082892416225,29,0.9937976160706844,,,,,,,,,,,,,,,,,,,,,,,,,0.5101535715342614
wo_fusion,44,,0.08165255188941956,0.9902998236331569,,0.9523809523809523,0.9303350970017636,0.8968253968253969,0.9885361552028219,0.8844797178130511,0.9894179894179894,0.9453262786596119,16,0.9903174100611767,,,,,,,,,,,,,,,,,,,,,,,,,0.43114823146371334
wo_fusion,45,,0.1033974289894104,0.9938271604938271,,0.9664902998236331,0.9285714285714286,0.9329805996472663,0.9920634920634921,0.9206349206349206,0.9929453262786596,0.9585537918871252,30,0.9938257715265431,,,,,,,,,,,,,,,,,,,,,,,,,0.6370626347530992
wo_fusion,46,,0.0808328315615654,0.9894179894179894,,0.9664902998236331,0.9365079365079365,0.95326278659612,0.9911816578483245,0.8659611992945326,0.9902998236331569,0.9559082892416225,22,0.9894181351276293,,,,,,,,,,,,,,,,,,,,,,,,,0.47327012400994595
wo_fusion,47,,0.08269305527210236,0.9929453262786596,,0.9523809523809523,0.935626102292769,0.8888888888888888,0.9929453262786596,0.9268077601410935,0.9929453262786596,0.9594356261022927,24,0.992943174968012,,,,,,,,,,,,,,,,,,,,,,,,,0.4201576444388805
wo_fusion,48,,0.07310935109853745,0.9947089947089947,,0.9717813051146384,0.927689594356261,0.8377425044091711,0.9938271604938271,0.8668430335097002,0.9938271604938271,0.9629629629629629,17,0.9947291666666666,,,,,,,,,,,,,,,,,,,,,,,,,0.39559803450385184
wo_fusion,49,,0.07222364097833633,0.9902998236331569,,0.9682539682539683,0.9320987654320988,0.8298059964726632,0.9841269841269841,0.8668430335097002,0.9902998236331569,0.9417989417989417,16,0.9902853715815321,,,,,,,,,,,,,,,,,,,,,,,,,0.6633066243141236
wo_fusion,50,,0.08038502186536789,0.9929453262786596,,0.9708994708994709,0.9409171075837742,0.9144620811287478,0.9938271604938271,0.9620811287477954,0.9929453262786596,0.9541446208112875,28,0.9929355350043738,,,,,,,,,,,,,,,,,,,,,,,,,0.4891686766874898
wo_fusion,51,,0.0864083394408226,0.9947089947089947,,0.9603174603174603,0.937389770723104,0.8747795414462081,0.9929453262786596,0.9470899470899471,0.9929453262786596,0.9514991181657848,30,0.994708661417323,,,,,,,,,,,,,,,,,,,,,,,,,0.5928132445871754
wo_gating,42,0.3713872157034558,,0.9947089947089947,0.0755809098482132,0.9761904761904762,0.9400352733686067,0.9320987654320988,0.9814814814814815,0.9118165784832452,0.9938271604938271,0.9594356261022927,22,0.9946861978888819,,0.83231520652771,0.9457509517669678,0.6192804574966431,0.7869218587875366,0.8206701278686523,0.7243747115135193,0.47858691215515137,0.732065737247467,0.226725772023201,0.6356366276741028,0.9310932755470276,0.8897230625152588,0.8769105076789856,0.8910466432571411,0.8819604516029358,0.8371647596359253,0.7702559232711792,0.6407521367073059,,0.037143423408269885,0.00029216821615977176,0.0755809098482132,131.5594379621512,1.6175955929064487
wo_gating,43,0.38201402109003874,,0.9938271604938271,0.0862499549984932,0.9770723104056437,0.9338624338624338,0.8747795414462081,0.9920634920634921,0.7248677248677249,0.9947089947089947,0.9620811287477954,21,0.9938080495356039,,0.7373292446136475,0.8943215608596802,0.5876012444496155,0.8033288717269897,0.7584049105644226,0.7036915421485901,0.33336982131004333,0.7224514484405518,0.14045405387878418,0.5554558038711548,0.9211986660957336,0.791474461555481,0.8503456711769104,0.8539648056030273,0.902428150177002,0.7739144563674927,0.7146921157836914,0.5526708364486694,,0.032772003300488,0.0002530010784115911,0.0862499549984932,211.37440133607245,1.0444599326722965
wo_gating,44,0.3451819296482424,,0.9991181657848325,0.08896559476852417,0.9523809523809523,0.9400352733686067,0.9056437389770723,0.9858906525573192,0.9038800705467372,0.9982363315696648,0.9594356261022927,25,0.9991181102362204,,0.7249147891998291,0.9317238926887512,0.6545604467391968,0.8162779808044434,0.7169551253318787,0.7047372460365295,0.46761131286621094,0.7635373473167419,0.11825288832187653,0.6280883550643921,0.8668412566184998,0.856413722038269,0.8405875563621521,0.8764287829399109,0.8955036997795105,0.8406426906585693,0.7393757700920105,0.6336302161216736,,0.05061369426548481,0.00029668806579778305,0.08896561712026596,129.2668197569304,2.8660581614376293
wo_gating,45,0.3741115750823108,,0.9947089947089947,0.07155445963144302,0.9717813051146384,0.9338624338624338,0.9444444444444444,0.9902998236331569,0.9056437389770723,0.9938271604938271,0.9576719576719577,23,0.9946853474128629,,0.8606215119361877,0.9152603149414062,0.6241589188575745,0.7781144380569458,0.8200841546058655,0.7395250797271729,0.536959171295166,0.740610659122467,0.26463809609413147,0.694305419921875,0.9460659623146057,0.9376705288887024,0.9199272990226746,0.2526310384273529,0.9178852438926697,0.8611842393875122,0.7916761040687561,0.6738067865371704,,0.03659058939665556,0.00030322552608137064,0.07155447453260422,115.3065359387308,1.467104949175426
wo_gating,46,0.3782516832772646,,0.9911816578483245,0.09614407271146774,0.9611992945326279,0.9268077601410935,0.8968253968253969,0.9902998236331569,0.9400352733686067,0.9929453262786596,0.9576719576719577,25,0.9911221395092363,,0.6854360699653625,0.8187507390975952,0.632363498210907,0.7912373542785645,0.8494734764099121,0.7229699492454529,0.5367175936698914,0.7792699933052063,0.1646794229745865,0.6368697881698608,0.8704285621643066,0.77649986743927,0.788174569606781,0.911147952079773,0.8089249134063721,0.7589324712753296,0.6924604773521423,0.6322070956230164,,0.04220187067985535,0.00024399263453523905,0.09614407271146774,221.08127121657202,2.3599823960681694
wo_gating,47,0.3802587848065644,,0.9991181657848325,0.09444286674261093,0.935626102292769,0.9409171075837742,0.7178130511463845,0.9982363315696648,0.8915343915343915,0.9982363315696648,0.955026455026455,24,0.9991181102362204,,0.6679580807685852,0.8861105442047119,0.5902159810066223,0.7763107419013977,0.6507457494735718,0.6944574117660522,0.49628564715385437,0.7523027658462524,0.12933605909347534,0.5862364768981934,0.8827337026596069,0.7706069350242615,0.8483821153640747,0.8933634757995605,0.8481519222259521,0.7860536575317383,0.6900096535682678,0.6134404540061951,,0.038167148269712924,0.00022446906912019444,0.09444285929203033,250.70585890601302,2.289333886334611
